,date,token0,token1,token0.id,token1.id,reserve0,reserve1,totalSupply,reserveUSD,dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,dailyTxns,token0.priceUSD,token1.priceUSD,token0.volumeUSD,token1.volumeUSD,24hr_reward,pool_share,24hr_reward_share,ratio,iloss,daily_borrow_fee,daily_stake_reward,24hr_comp_reward_share,dnlp_rew,dnlp_CumRew
354,1620172800,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,269035693.625246,55029.582481102,3818533.9302154994,387652099.84011286,352769.2247678887,72.14121800596843,241977.7463720616,96,0.7204473403073681,3518.206256000764,254151.64972631756,253807.68450411307,7.259332391161848,2.579632614946366e-09,6.177302853285937e-07,0.9896272279991486,-1.3589991593732087e-05,0.0,0.002870477027113183,6.177304550103457e-07,0.0028710947573985118,0.0028710947575681933
353,1620259200,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,269644852.5110456,54905.9694936033,3818533.9302154994,383893900.4926167,1153674.1688546385,234.83833036674665,815685.7601772691,94,0.7118509715977073,3496.1161999898522,821244.0780063518,821022.0911737519,24.470572805318074,2.604886398863825e-09,6.814733476015737e-07,0.9839973144913499,-3.252974425971278e-05,0.0,0.0031322452206341556,6.814735566962327e-07,0.0031329266939817573,0.003132926694190852
352,1620345600,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,270299188.35037744,54772.01524610319,3818472.3495092057,381253787.7280299,1195155.9831041256,242.38839031372817,842258.0337338753,87,0.7052440483724773,3481.118998654381,842876.6439609417,843782.8305743727,25.26774101201626,2.6229247608507883e-09,7.477487311527562e-07,0.9790643791926946,-5.595436840355461e-05,0.0,0.0033941496770503177,7.477489853968677e-07,0.0033948974257814704,0.0033948974260357145
351,1620432000,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,270394018.933548,54753.01157945082,3818472.3495092057,423717858.1646366,337952.4173231109,68.4149169892671,251726.80233487065,59,0.7835192875859608,3906.092403713436,264792.2372589572,267234.9875524615,7.55180407004612,2.360061018743863e-09,7.655714495596633e-07,0.9693885120987356,-0.00012080984218032498,0.0,0.0036561904672932632,7.655717171317633e-07,0.003656956038742823,0.003656956039010395
350,1620518400,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,270495460.9773813,54737.77548758257,3818649.92388714,427962962.0907887,340303.76678048354,68.84175664415244,268055.4912186623,96,0.7910723539397483,3918.8153129247335,269204.90184160025,269778.1301057426,8.04166473655987,2.336650805281272e-09,7.843620119421479e-07,0.9755557671364895,-7.655276209184159e-05,0.0,0.0039183676623310015,7.843622940040262e-07,0.003919152024342944,0.0039191520246250056
349,1620604800,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,270761213.53443146,54684.375698519165,3818649.92388714,439620263.6122197,536416.4345837092,108.29794000119166,440020.2473794591,66,0.8118228195862242,3946.664725840027,435475.1023961362,427415.6596838428,13.200607421383774,2.274690415276399e-09,8.14389307119396e-07,0.9940808565792176,-4.4055806768250605e-06,0.0,0.004180681333168956,8.143896126355799e-07,0.004181495722476076,0.004181495722781592
348,1620691200,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,270971346.9158138,54642.17581336451,3818649.92388714,454872903.72032154,341666.61350787524,68.81170179199042,273607.1755884912,49,0.8393376438093337,4167.839971669392,286773.6503500143,286796.16124725196,8.208215267654737,2.198416286881862e-09,8.324343812500406e-07,0.9732319453813518,-9.201684319881664e-05,0.0,0.004443131550849189,8.324347013921596e-07,0.0044439639852304385,0.004443963985550581
347,1620777600,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,271499446.7599879,54536.46277246552,3818649.92388714,440079731.60949826,948859.1426188387,190.7968501847206,817884.2556792921,51,0.8104615623738994,3817.721503374448,769013.8631996227,728409.2377263209,24.536527670378764,2.2723155105160423e-09,8.881891136496483e-07,1.0259326897397336,-8.19281030174368e-05,0.0,0.004705718386451063,8.881894801859858e-07,0.0047066065755647125,0.004706606575931249
346,1620864000,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,272121455.9761512,54412.23333636098,3818649.92388714,407621430.63379526,714069.6799590093,142.70510197495193,554413.1981792802,51,0.7489696635121622,3721.098365449099,534816.5279231366,531019.7217002406,16.632395945378406,2.4532566858546607e-09,9.289926502044297e-07,0.9727108642259368,-9.568491470468565e-05,0.0,0.004968441911090582,9.289930529288171e-07,0.004969370903740786,0.004969370904143511
345,1620950400,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,273609785.5744421,54117.2453931467,3818649.92388714,442719055.4801972,1670664.5666627837,331.2179432142752,1285848.64667554,64,0.8090336655005068,4086.1832762264216,1351623.8781890078,1353417.2203482839,38.5754594002662,2.2587688233011465e-09,1.01612569524227e-06,0.9568402627945728,-0.00024325941769931525,0.0,0.00523130219592105,1.0161261789765064e-06,0.005232318321616292,0.005232318322100027
344,1621036800,WISE,WETH,0x66a0f676479cee1d7373f3dc2e2952778bff5bd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,273535457.2964859,54132.378068332735,3818649.92388714,395898654.68422973,718678.3317178633,142.24295275158312,559050.7834820232,74,0.7236697183559535,3642.5345573401446,520085.74590279267,518124.8709357429,16.771523504460696,2.525898959665836e-09,1.0584888690141985e-06,0.9601241845766235,-0.00020695071217813332,0.0,0.005494299312132633,1.058489395910911e-06,0.005495357801001647,0.005495357801528544
